name,cr,type,initiative,armor_class,hit_points,document__title,page_no,link
"Drake, Cactus",4.0,Dragon,4,14,75,Tome of Beasts 3,152,http://slyflourish.com/5e_monsters/monsters_html/drake-cactus.html
"Drake, Ethereal",7.0,Dragon,2,16,133,Tome of Beasts 3,153,http://slyflourish.com/5e_monsters/monsters_html/drake-ethereal.html
"Drake, Reef",9.0,Dragon,2,18,152,Tome of Beasts 3,154,http://slyflourish.com/5e_monsters/monsters_html/drake-reef.html
"Drake, Riptide",11.0,Dragon,0,17,231,Tome of Beasts 3,155,http://slyflourish.com/5e_monsters/monsters_html/drake-riptide.html
"Drake, Shepherd",5.0,Dragon,3,16,110,Tome of Beasts 3,156,http://slyflourish.com/5e_monsters/monsters_html/drake-shepherd.html
"Drake, Vapor",6.0,Dragon,4,15,119,Tome of Beasts 3,157,http://slyflourish.com/5e_monsters/monsters_html/drake-vapor.html
"Drake, Venom",8.0,Dragon,3,16,142,Tome of Beasts 3,158,http://slyflourish.com/5e_monsters/monsters_html/drake-venom.html
Dread Examiner,21.0,Aberration,3,19,322,Tome of Beasts 3,159,http://slyflourish.com/5e_monsters/monsters_html/dread-examiner.html
Drudge Pitcher,10.0,Plant,-1,16,168,Tome of Beasts 3,161,http://slyflourish.com/5e_monsters/monsters_html/drudge-pitcher.html
Dubius,2.0,Fiend,2,14,36,Tome of Beasts 3,162,http://slyflourish.com/5e_monsters/monsters_html/dubius.html
Dust Grazer,4.0,Aberration,-2,12,105,Tome of Beasts 3,163,http://slyflourish.com/5e_monsters/monsters_html/dust-grazer.html
"Dwarf, Angler",4.0,Humanoid,0,15,65,Tome of Beasts 3,164,http://slyflourish.com/5e_monsters/monsters_html/dwarf-angler.html
"Dwarf, Firecracker",3.0,Humanoid,0,14,68,Tome of Beasts 3,165,http://slyflourish.com/5e_monsters/monsters_html/dwarf-firecracker.html
"Dwarf, Pike Guard",0.5,Humanoid,0,16,30,Tome of Beasts 3,166,http://slyflourish.com/5e_monsters/monsters_html/dwarf-pike-guard.html
"Dwarf, Pike Guard Captain",5.0,Humanoid,0,18,93,Tome of Beasts 3,166,http://slyflourish.com/5e_monsters/monsters_html/dwarf-pike-guard-captain.html
"Elemental, Permafrost",6.0,Elemental,-1,16,133,Tome of Beasts 3,167,http://slyflourish.com/5e_monsters/monsters_html/elemental-permafrost.html
"Elemental, Rockslide",8.0,Elemental,-1,14,147,Tome of Beasts 3,168,http://slyflourish.com/5e_monsters/monsters_html/elemental-rockslide.html
"Elf, Shadow Fey Executioner",8.0,Humanoid,2,16,172,Tome of Beasts 3,169,http://slyflourish.com/5e_monsters/monsters_html/elf-shadow-fey-executioner.html
Ember Glider,2.0,Monstrosity,3,15,44,Tome of Beasts 3,170,http://slyflourish.com/5e_monsters/monsters_html/ember-glider.html
Equitox,13.0,Fiend,2,15,178,Tome of Beasts 3,171,http://slyflourish.com/5e_monsters/monsters_html/equitox.html
Erina Tussler,3.0,Humanoid,3,14,66,Tome of Beasts 3,172,http://slyflourish.com/5e_monsters/monsters_html/erina-tussler.html
"Ettin, Kobold",1.0,Giant,0,12,34,Tome of Beasts 3,173,http://slyflourish.com/5e_monsters/monsters_html/ettin-kobold.html
Faux-Garou,5.0,Construct,0,12,93,Tome of Beasts 3,174,http://slyflourish.com/5e_monsters/monsters_html/faux-garou.html
Forgotten Regent,10.0,Undead,0,17,187,Tome of Beasts 3,187,http://slyflourish.com/5e_monsters/monsters_html/forgotten-regent.html
Frostjack,10.0,Fey,4,17,135,Tome of Beasts 3,189,http://slyflourish.com/5e_monsters/monsters_html/frostjack.html
"Fungi, Duskwilt",4.0,Plant,4,15,97,Tome of Beasts 3,190,http://slyflourish.com/5e_monsters/monsters_html/fungi-duskwilt.html
"Fungi, Mulcher",6.0,Plant,-2,15,139,Tome of Beasts 3,191,http://slyflourish.com/5e_monsters/monsters_html/fungi-mulcher.html
"Fungi, Mush Marcher",3.0,Plant,1,13,85,Tome of Beasts 3,192,http://slyflourish.com/5e_monsters/monsters_html/fungi-mush-marcher.html
"Fungi, Void Fungus",3.0,Plant,2,14,65,Tome of Beasts 3,193,http://slyflourish.com/5e_monsters/monsters_html/fungi-void-fungus.html
Garmvvolf,9.0,Monstrosity,2,14,189,Tome of Beasts 3,194,http://slyflourish.com/5e_monsters/monsters_html/garmvvolf.html
Gearmass,5.0,Ooze,-2,15,115,Tome of Beasts 3,195,http://slyflourish.com/5e_monsters/monsters_html/gearmass.html
Ghost Knight Templar,10.0,Undead,4,18,127,Tome of Beasts 3,196,http://slyflourish.com/5e_monsters/monsters_html/ghost-knight-templar.html
"Giant, Firestorm",7.0,Giant,2,14,149,Tome of Beasts 3,202,http://slyflourish.com/5e_monsters/monsters_html/giant-firestorm.html
Giant Flea,0.25,Beast,2,14,27,Tome of Beasts 3,197,http://slyflourish.com/5e_monsters/monsters_html/giant-flea.html
Giant Flea Swarm,2.0,Beast,2,14,58,Tome of Beasts 3,197,http://slyflourish.com/5e_monsters/monsters_html/giant-flea-swarm.html
"Giant, Hellfire",9.0,Giant,2,16,168,Tome of Beasts 3,203,http://slyflourish.com/5e_monsters/monsters_html/giant-hellfire.html
"Giant, Lantern",12.0,Giant,1,16,225,Tome of Beasts 3,204,http://slyflourish.com/5e_monsters/monsters_html/giant-lantern.html
Giant Mantis Shrimp,5.0,Beast,1,14,110,Tome of Beasts 3,198,http://slyflourish.com/5e_monsters/monsters_html/giant-mantis-shrimp.html
Giant Mole Lizard,3.0,Beast,-2,14,75,Tome of Beasts 3,199,http://slyflourish.com/5e_monsters/monsters_html/giant-mole-lizard.html
Giant Pufferfish,2.0,Beast,1,13,52,Tome of Beasts 3,200,http://slyflourish.com/5e_monsters/monsters_html/giant-pufferfish.html
"Giant, Shire",8.0,Giant,-1,14,138,Tome of Beasts 3,205,http://slyflourish.com/5e_monsters/monsters_html/giant-shire.html
"Giant, Thursir Armorer",6.0,Giant,0,19,138,Tome of Beasts 3,206,http://slyflourish.com/5e_monsters/monsters_html/giant-thursir-armorer.html
"Giant, Thursir Hearth Priestess",4.0,Giant,2,14,85,Tome of Beasts 3,207,http://slyflourish.com/5e_monsters/monsters_html/giant-thursir-hearth-priestess.html
Giant Walking Stick,4.0,Beast,2,14,76,Tome of Beasts 3,201,http://slyflourish.com/5e_monsters/monsters_html/giant-walking-stick.html
Gigantura,13.0,Monstrosity,3,16,248,Tome of Beasts 3,208,http://slyflourish.com/5e_monsters/monsters_html/gigantura.html
Glacial Crawler,11.0,Aberration,3,17,207,Tome of Beasts 3,209,http://slyflourish.com/5e_monsters/monsters_html/glacial-crawler.html
Gnyan,4.0,Elemental,4,14,90,Tome of Beasts 3,210,http://slyflourish.com/5e_monsters/monsters_html/gnyan.html
Goblin Siege Engine,11.0,Construct,0,20,178,Tome of Beasts 3,211,http://slyflourish.com/5e_monsters/monsters_html/goblin-siege-engine.html
Godslayer,30.0,Construct,2,24,580,Tome of Beasts 3,212,http://slyflourish.com/5e_monsters/monsters_html/godslayer.html
"Golem, Barnyard",3.0,Construct,-1,9,75,Tome of Beasts 3,214,http://slyflourish.com/5e_monsters/monsters_html/golem-barnyard.html
"Golem, Chain",8.0,Construct,1,16,119,Tome of Beasts 3,215,http://slyflourish.com/5e_monsters/monsters_html/golem-chain.html
"Golem, Ice",8.0,Construct,0,16,114,Tome of Beasts 3,216,http://slyflourish.com/5e_monsters/monsters_html/golem-ice.html
"Golem, Origami",7.0,Construct,2,15,114,Tome of Beasts 3,217,http://slyflourish.com/5e_monsters/monsters_html/golem-origami.html
"Golem, Tar",7.0,Construct,0,14,119,Tome of Beasts 3,218,http://slyflourish.com/5e_monsters/monsters_html/golem-tar.html
"Gremlin, Bilge",0.5,Fey,4,13,36,Tome of Beasts 3,219,http://slyflourish.com/5e_monsters/monsters_html/gremlin-bilge.html
"Gremlin, Bilge Bosun",2.0,Fey,4,15,60,Tome of Beasts 3,219,http://slyflourish.com/5e_monsters/monsters_html/gremlin-bilge-bosun.html
"Gremlin, Rum Story Keeper",2.0,Fey,3,13,38,Tome of Beasts 3,220,http://slyflourish.com/5e_monsters/monsters_html/gremlin-rum-story-keeper.html
Grivid,11.0,Aberration,3,17,180,Tome of Beasts 3,221,http://slyflourish.com/5e_monsters/monsters_html/grivid.html
Grolar Bear,3.0,Beast,0,14,68,Tome of Beasts 3,222,http://slyflourish.com/5e_monsters/monsters_html/grolar-bear.html
Grolar Bear Alpha,8.0,Monstrosity,0,16,152,Tome of Beasts 3,222,http://slyflourish.com/5e_monsters/monsters_html/grolar-bear-alpha.html
Gullkin,0.5,Humanoid,3,14,27,Tome of Beasts 3,223,http://slyflourish.com/5e_monsters/monsters_html/gullkin.html
Gullkin Hunter,3.0,Humanoid,4,14,45,Tome of Beasts 3,223,http://slyflourish.com/5e_monsters/monsters_html/gullkin-hunter.html
Haakjir,3.0,Monstrosity,3,15,52,Tome of Beasts 3,224,http://slyflourish.com/5e_monsters/monsters_html/haakjir.html
"Hag, Brine",9.0,Fey,1,16,150,Tome of Beasts 3,225,http://slyflourish.com/5e_monsters/monsters_html/hag-brine.html
"Hag, Floe",5.0,Fey,2,15,135,Tome of Beasts 3,226,http://slyflourish.com/5e_monsters/monsters_html/hag-floe.html
"Hag, Pesta",4.0,Fey,2,17,105,Tome of Beasts 3,227,http://slyflourish.com/5e_monsters/monsters_html/hag-pesta.html
"Hag, Wood",9.0,Fey,2,16,170,Tome of Beasts 3,228,http://slyflourish.com/5e_monsters/monsters_html/hag-wood.html
"Harpy, Plague",6.0,Monstrosity,2,15,142,Tome of Beasts 3,229,http://slyflourish.com/5e_monsters/monsters_html/harpy-plague.html
Harvest Horse,0.5,Construct,-2,13,37,Tome of Beasts 3,230,http://slyflourish.com/5e_monsters/monsters_html/harvest-horse.html
Herd Skulker,1.0,Monstrosity,4,15,45,Tome of Beasts 3,231,http://slyflourish.com/5e_monsters/monsters_html/herd-skulker.html
Hinderling,0.25,Fey,4,13,13,Tome of Beasts 3,232,http://slyflourish.com/5e_monsters/monsters_html/hinderling.html
Hippopotamus,3.0,Beast,-2,14,76,Tome of Beasts 3,233,http://slyflourish.com/5e_monsters/monsters_html/hippopotamus.html
"Hippopotamus, Sacred",5.0,Celestial,-2,16,114,Tome of Beasts 3,233,http://slyflourish.com/5e_monsters/monsters_html/hippopotamus-sacred.html
Hirudine Stalker,2.0,Monstrosity,3,13,52,Tome of Beasts 3,235,http://slyflourish.com/5e_monsters/monsters_html/hirudine-stalker.html
Howler Of The Hill,14.0,Aberration,6,18,178,Tome of Beasts 3,236,http://slyflourish.com/5e_monsters/monsters_html/howler-of-the-hill.html
Hvalfiskr,15.0,Giant,4,16,275,Tome of Beasts 3,237,http://slyflourish.com/5e_monsters/monsters_html/hvalfiskr.html
Ibexian,6.0,Fiend,4,15,119,Tome of Beasts 3,238,http://slyflourish.com/5e_monsters/monsters_html/ibexian.html
Ice Urchin,1.0,Monstrosity,1,14,45,Tome of Beasts 3,239,http://slyflourish.com/5e_monsters/monsters_html/ice-urchin.html
Ice Willow,6.0,Plant,0,15,142,Tome of Beasts 3,240,http://slyflourish.com/5e_monsters/monsters_html/ice-willow.html
Iceworm,1.0,Monstrosity,3,13,38,Tome of Beasts 3,241,http://slyflourish.com/5e_monsters/monsters_html/iceworm.html
Imperator,11.0,Monstrosity,0,16,216,Tome of Beasts 3,242,http://slyflourish.com/5e_monsters/monsters_html/imperator.html
"Imperator, Penguin Swarm",5.0,Beast,0,13,114,Tome of Beasts 3,242,http://slyflourish.com/5e_monsters/monsters_html/imperator-penguin-swarm.html
Incandescent One,9.0,Celestial,4,16,144,Tome of Beasts 3,244,http://slyflourish.com/5e_monsters/monsters_html/incandescent-one.html
Ion Slime,5.0,Ooze,4,13,112,Tome of Beasts 3,245,http://slyflourish.com/5e_monsters/monsters_html/ion-slime.html
Jinnborn Air Pirate,0.5,Humanoid,2,14,26,Tome of Beasts 3,246,http://slyflourish.com/5e_monsters/monsters_html/jinnborn-air-pirate.html
Jubjub Bird,4.0,Beast,2,13,91,Tome of Beasts 3,247,http://slyflourish.com/5e_monsters/monsters_html/jubjub-bird.html
Juniper Sheriff,0.5,Fey,3,13,31,Tome of Beasts 3,248,http://slyflourish.com/5e_monsters/monsters_html/juniper-sheriff.html
Karkadann,7.0,Monstrosity,0,15,157,Tome of Beasts 3,249,http://slyflourish.com/5e_monsters/monsters_html/karkadann.html
Khamaseen,1.0,Elemental,2,13,27,Tome of Beasts 3,250,http://slyflourish.com/5e_monsters/monsters_html/khamaseen.html
Khargi,9.0,Fiend,1,16,147,Tome of Beasts 3,251,http://slyflourish.com/5e_monsters/monsters_html/khargi.html
"Kobold, Drake Rider",3.0,Humanoid,3,15,71,Tome of Beasts 3,252,http://slyflourish.com/5e_monsters/monsters_html/kobold-drake-rider.html
"Kobold, Empyrean",10.0,Celestial,4,18,150,Tome of Beasts 3,253,http://slyflourish.com/5e_monsters/monsters_html/kobold-empyrean.html
"Kobold, Ghost Hunter",11.0,Humanoid,6,18,176,Tome of Beasts 3,254,http://slyflourish.com/5e_monsters/monsters_html/kobold-ghost-hunter.html
"Kobold, Leviathan Hunter",10.0,Humanoid,2,17,190,Tome of Beasts 3,254,http://slyflourish.com/5e_monsters/monsters_html/kobold-leviathan-hunter.html
"Kobold, Planes Hunter",10.0,Humanoid,4,16,181,Tome of Beasts 3,254,http://slyflourish.com/5e_monsters/monsters_html/kobold-planes-hunter.html
"Kobold, Sapper",3.0,Humanoid,3,15,66,Tome of Beasts 3,257,http://slyflourish.com/5e_monsters/monsters_html/kobold-sapper.html
Lakescourge Lotus,5.0,Undead,4,15,90,Tome of Beasts 3,258,http://slyflourish.com/5e_monsters/monsters_html/lakescourge-lotus.html
Leashed Lesion,3.0,Aberration,0,15,65,Tome of Beasts 3,259,http://slyflourish.com/5e_monsters/monsters_html/leashed-lesion.html
Ley Wanderer,7.0,Aberration,0,15,136,Tome of Beasts 3,260,http://slyflourish.com/5e_monsters/monsters_html/ley-wanderer.html
Life Broker,13.0,Fey,4,16,190,Tome of Beasts 3,261,http://slyflourish.com/5e_monsters/monsters_html/life-broker.html
Light Eater,0.5,Aberration,2,14,26,Tome of Beasts 3,262,http://slyflourish.com/5e_monsters/monsters_html/light-eater.html
Living Soot,7.0,Elemental,5,15,142,Tome of Beasts 3,263,http://slyflourish.com/5e_monsters/monsters_html/living-soot.html
Lobe Lemur,4.0,Monstrosity,4,14,93,Tome of Beasts 3,264,http://slyflourish.com/5e_monsters/monsters_html/lobe-lemur.html
"Lycanthrope, Werecrocodile",3.0,Humanoid,2,12,58,Tome of Beasts 3,265,http://slyflourish.com/5e_monsters/monsters_html/lycanthrope-werecrocodile.html
"Lycanthrope, Wereotter",2.0,Humanoid,3,13,44,Tome of Beasts 3,266,http://slyflourish.com/5e_monsters/monsters_html/lycanthrope-wereotter.html
Malmbjorn,15.0,Monstrosity,0,18,218,Tome of Beasts 3,267,http://slyflourish.com/5e_monsters/monsters_html/malmbjorn.html
Meerkat,0.0,Beast,1,11,2,Tome of Beasts 3,268,http://slyflourish.com/5e_monsters/monsters_html/meerkat.html
"Meerkats, Swarm",0.5,Beast,2,12,22,Tome of Beasts 3,268,http://slyflourish.com/5e_monsters/monsters_html/meerkats-swarm.html
Megantereon,2.0,Beast,3,13,52,Tome of Beasts 3,269,http://slyflourish.com/5e_monsters/monsters_html/megantereon.html
Midnight Sun,7.0,Aberration,3,16,136,Tome of Beasts 3,270,http://slyflourish.com/5e_monsters/monsters_html/midnight-sun.html
Mindshard,4.0,Aberration,3,16,81,Tome of Beasts 3,271,http://slyflourish.com/5e_monsters/monsters_html/mindshard.html
"Minotaur, Ravening",3.0,Monstrosity,0,14,85,Tome of Beasts 3,272,http://slyflourish.com/5e_monsters/monsters_html/minotaur-ravening.html
Monkey’S Bane Vine,4.0,Plant,0,13,119,Tome of Beasts 3,273,http://slyflourish.com/5e_monsters/monsters_html/monkey’s-bane-vine.html
Moon Weaver,0.5,Beast,3,13,36,Tome of Beasts 3,274,http://slyflourish.com/5e_monsters/monsters_html/moon-weaver.html
Moonless Hunter,4.0,Fey,4,14,75,Tome of Beasts 3,275,http://slyflourish.com/5e_monsters/monsters_html/moonless-hunter.html
Moonweb,6.0,Aberration,4,16,97,Tome of Beasts 3,276,http://slyflourish.com/5e_monsters/monsters_html/moonweb.html
Moppet,1.0,Construct,0,10,17,Tome of Beasts 3,277,http://slyflourish.com/5e_monsters/monsters_html/moppet.html
Mortifera,6.0,Aberration,3,16,135,Tome of Beasts 3,278,http://slyflourish.com/5e_monsters/monsters_html/mortifera.html
Mudmutt,5.0,Monstrosity,5,15,105,Tome of Beasts 3,279,http://slyflourish.com/5e_monsters/monsters_html/mudmutt.html
"Mummy, Peat",5.0,Undead,0,12,93,Tome of Beasts 3,280,http://slyflourish.com/5e_monsters/monsters_html/mummy-peat.html
Muraenid,2.0,Monstrosity,2,14,45,Tome of Beasts 3,281,http://slyflourish.com/5e_monsters/monsters_html/muraenid.html
Musk Deer,0.25,Beast,3,13,17,Tome of Beasts 3,282,http://slyflourish.com/5e_monsters/monsters_html/musk-deer.html
"Musk Deer, Swarm",2.0,Beast,3,13,44,Tome of Beasts 3,282,http://slyflourish.com/5e_monsters/monsters_html/musk-deer-swarm.html
Myrmex,5.0,Elemental,2,15,90,Tome of Beasts 3,283,http://slyflourish.com/5e_monsters/monsters_html/myrmex.html
Myrmex Speaker,9.0,Elemental,2,16,119,Tome of Beasts 3,283,http://slyflourish.com/5e_monsters/monsters_html/myrmex-speaker.html
"Myrmex, Young",1.0,Elemental,2,13,54,Tome of Beasts 3,283,http://slyflourish.com/5e_monsters/monsters_html/myrmex-young.html
Nariphon,13.0,Plant,-2,10,195,Tome of Beasts 3,285,http://slyflourish.com/5e_monsters/monsters_html/nariphon.html
Nautiloid,13.0,Elemental,2,18,216,Tome of Beasts 3,286,http://slyflourish.com/5e_monsters/monsters_html/nautiloid.html
Necrotech Bonecage Constrictor,9.0,Undead,3,16,175,Tome of Beasts 3,287,http://slyflourish.com/5e_monsters/monsters_html/necrotech-bonecage-constrictor.html
Necrotech Reaver,6.0,Undead,-2,15,126,Tome of Beasts 3,287,http://slyflourish.com/5e_monsters/monsters_html/necrotech-reaver.html
Necrotech Thunderer,8.0,Undead,-2,14,126,Tome of Beasts 3,287,http://slyflourish.com/5e_monsters/monsters_html/necrotech-thunderer.html
Niya-Atha Raja,7.0,Fey,6,17,117,Tome of Beasts 3,290,http://slyflourish.com/5e_monsters/monsters_html/niya-atha-raja.html
Niya-Atha Sorcerer,4.0,Fey,3,13,66,Tome of Beasts 3,290,http://slyflourish.com/5e_monsters/monsters_html/niya-atha-sorcerer.html
Niya-Atha Warrior,2.0,Fey,2,16,49,Tome of Beasts 3,290,http://slyflourish.com/5e_monsters/monsters_html/niya-atha-warrior.html
Npc: Apostle,6.0,Humanoid,2,15,117,Tome of Beasts 3,403,http://slyflourish.com/5e_monsters/monsters_html/npc-apostle.html
Npc: Atavist,4.0,Humanoid,2,16,75,Tome of Beasts 3,404,http://slyflourish.com/5e_monsters/monsters_html/npc-atavist.html
Npc: Breathstealer,7.0,Humanoid,4,15,99,Tome of Beasts 3,404,http://slyflourish.com/5e_monsters/monsters_html/npc-breathstealer.html
Npc: Cultist Psychophant,9.0,Humanoid,1,15,149,Tome of Beasts 3,405,http://slyflourish.com/5e_monsters/monsters_html/npc-cultist-psychophant.html
Npc: Field Commander,10.0,Humanoid,2,19,170,Tome of Beasts 3,406,http://slyflourish.com/5e_monsters/monsters_html/npc-field-commander.html
Npc: First Servant,12.0,Humanoid,2,17,162,Tome of Beasts 3,407,http://slyflourish.com/5e_monsters/monsters_html/npc-first-servant.html
Npc: Fixer,2.0,Humanoid,2,13,44,Tome of Beasts 3,407,http://slyflourish.com/5e_monsters/monsters_html/npc-fixer.html
Npc: Frost-Afflicted,3.0,Humanoid,2,13,65,Tome of Beasts 3,408,http://slyflourish.com/5e_monsters/monsters_html/npc-frost-afflicted.html
Npc: Infested Duelist,9.0,Humanoid,5,18,144,Tome of Beasts 3,409,http://slyflourish.com/5e_monsters/monsters_html/npc-infested-duelist.html
Npc: Infiltrator,2.0,Humanoid,2,13,55,Tome of Beasts 3,410,http://slyflourish.com/5e_monsters/monsters_html/npc-infiltrator.html
Npc: Merchant Captain,6.0,Humanoid,3,15,104,Tome of Beasts 3,410,http://slyflourish.com/5e_monsters/monsters_html/npc-merchant-captain.html
Npc: Warlock Of The Genie Lord,5.0,Humanoid,3,15,78,Tome of Beasts 3,411,http://slyflourish.com/5e_monsters/monsters_html/npc-warlock-of-the-genie-lord.html
Npc: Wind Acolyte,5.0,Humanoid,5,15,105,Tome of Beasts 3,412,http://slyflourish.com/5e_monsters/monsters_html/npc-wind-acolyte.html
Nullicorn,5.0,Aberration,2,12,105,Tome of Beasts 3,292,http://slyflourish.com/5e_monsters/monsters_html/nullicorn.html
Oaken Sentinel,10.0,Plant,-2,16,189,Tome of Beasts 3,293,http://slyflourish.com/5e_monsters/monsters_html/oaken-sentinel.html
Obeleric,3.0,Aberration,2,15,75,Tome of Beasts 3,294,http://slyflourish.com/5e_monsters/monsters_html/obeleric.html
Obsidian Ophidian,5.0,Elemental,2,16,136,Tome of Beasts 3,295,http://slyflourish.com/5e_monsters/monsters_html/obsidian-ophidian.html
Offal Walker,1.0,Undead,0,12,37,Tome of Beasts 3,296,http://slyflourish.com/5e_monsters/monsters_html/offal-walker.html
"Ogre, Alleybasher",4.0,Giant,1,13,85,Tome of Beasts 3,297,http://slyflourish.com/5e_monsters/monsters_html/ogre-alleybasher.html
"Ogre, Black Sun",8.0,Giant,2,17,152,Tome of Beasts 3,298,http://slyflourish.com/5e_monsters/monsters_html/ogre-black-sun.html
"Ogre, Cunning Artisan",5.0,Giant,0,14,119,Tome of Beasts 3,299,http://slyflourish.com/5e_monsters/monsters_html/ogre-cunning-artisan.html
"Ogre, Kadag",7.0,Giant,-1,14,133,Tome of Beasts 3,300,http://slyflourish.com/5e_monsters/monsters_html/ogre-kadag.html
"Ogre, Rainforest",4.0,Giant,1,12,90,Tome of Beasts 3,301,http://slyflourish.com/5e_monsters/monsters_html/ogre-rainforest.html
"Ogre, Rockchewer",5.0,Giant,-2,14,126,Tome of Beasts 3,302,http://slyflourish.com/5e_monsters/monsters_html/ogre-rockchewer.html
"Ogre, Void Blessed",6.0,Giant,-1,15,133,Tome of Beasts 3,303,http://slyflourish.com/5e_monsters/monsters_html/ogre-void-blessed.html
Old Salt,5.0,Undead,3,15,117,Tome of Beasts 3,304,http://slyflourish.com/5e_monsters/monsters_html/old-salt.html
